titre,prix,categorie,sous_categorie,ville,delegation,date_publication,date_scraping,type_transaction,superficie,chambres,salles_bain,description,images_urls,url
appartement s+1,700,immobilier,appartements,tunis,tunis,,2026-02-15 11:55:28,À Louer,50,1,1,"Agence BILI IMMOBILIÈRE vous propose un studio s+1 meublé pour location annuelle
Référence: 8823
_____________________
Ce studio s+1 est composé de:
- un Salon avec plasma
- une chambre à coucher
- une cuisine équipée plaque 
- une salle d'eau 
Un studio S+1 bien meublé et bien équipé de gaz de ville , machine à laver 
située au 1ére etage dans une appartement une emplacement calme et sécurisé à khzema gharbia
_____________________
Prix : 700dt
plus d'informations contacter :  ☎️📞  ou  Whatsapp ","[""https://www.tayara.tn/mediaGateway/resize-image?img=6e/6edc0090-7967-4a07-ab95-52a69a29c4bc&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e5/e596b56c-a7a5-43ba-9073-a51ed32b68c3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6b/6ba5ead4-475a-4484-95e8-d05994cbc599&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=22/220a8de2-cc8a-4f3f-b266-fd7a337d0f7c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=61/61e8d7a4-de6c-4a7c-935e-759817ed7cbb&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c5/c5502a17-1124-49bc-8c4c-a1c1083b6ae8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9c/9cfdc7ff-c769-48b1-a86f-38c2b9ea35bd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4d/4da09c03-91e1-4ebc-9153-2e3565f76414&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ae/aeeef54a-0034-474f-84a5-51e2875d0324&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f9/f93af8d8-94a2-48e1-8f85-54d6f91dda12&w=100""]",https://www.tayara.tn/item/appartements/tunis/tunis/appartement-s1/697f5565dce8e6dd78b49a32/
Studio a louer,0,immobilier,appartements,gabs,gabs-sud,,2026-02-15 11:55:29,À Louer,,,0,"+TV ستوديو مؤثث 
 للكراء بالحي الجامعي قابس نهج حمزة ابن عبد المطلب زريق  
مخصص لاناث فقط فردي او ثنائي
السكن محترم وملائم للطلبات اوالموظفات
للاستفسار الرجاء الاتصال  98743","[""https://www.tayara.tn/mediaGateway/resize-image?img=0b/0b91fa4f-9167-4611-b496-fc8a37d7915d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=67/67f68d4b-7961-426b-92f8-2849d4e7682e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=63/634b86b7-20d6-4946-a496-dde26700fa0a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=aa/aa231924-f194-41f0-af7e-0c6691a03440&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=34/348acf0b-7001-4965-aa71-2d9d6908f467&w=1000""]",https://www.tayara.tn/item/appartements/gabs/gabs-sud/studio-a-louer/697f5371dce8e6dd78b49901/
Location,600,immobilier,appartements,ariana,raoued,,2026-02-15 11:55:30,À Louer,100,3,1,"A louer pour jeune couple ou bien petite famille un appartement spacieux (S+ 3) avec une bonne orientation (charkiya) au troisième étage , résidence Fulla, ennkhilet situé devant une école primaire, tout près du boulevard principale de Raoued,
dans un quartier calme gardée, à 2minutes de El Ghazela, 5 minutes de l'aouina, 10 minutes de l'aéroport Tunis Carthage et à 15 minutes du centre-ville .
cet appartement possède un spacieux salon, qui peut s’aménager en salon/ salle à manger, deux chambres","[""https://www.tayara.tn/mediaGateway/resize-image?img=fe/fe30af40-3319-4d87-8d2c-fafcc9afb321&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=df/df231164-e7d3-439c-8311-940a42e46346&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c5b7941-d858-4426-b8ff-dc9cfa9d0197&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=28/28494658-2276-41b8-b745-2575751506fb&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=99/99a346bb-4bc4-499e-8404-f50d6318ab5c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c9/c9de87fd-89cf-41ed-a582-86854dc7ab80&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3d/3d78347c-2855-42e3-be36-a4dbf57e4290&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=80/80a1f38c-0d10-4857-b17b-cce79f1268e3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=20/202d4830-4d69-4bde-a066-30766aa437a4&w=1000""]",https://www.tayara.tn/item/appartements/ariana/raoued/location/697f465c3b9b0511ff5d053b/
appartement s+2,750,immobilier,appartements,tunis,tunis,,2026-02-15 11:55:31,À Louer,50,2,1,"Agence bili immobilière vous propose pour location annuelle un appartement s+2 haut gamme haut standing 
________________
Référence :1189
Cet appartement est composé de :
Un salon
Cuisine bien équipée 
Une grande chambre à coucher 
Une petite chambre 
Salle d'eau 
Bien équipée de gaz de ville et climatiseur 
_________________
Prix : 750 dt
Pour plus d'informations n'hésitez pas à visiter notre agence rue alexendrie à hammam sousse ou de contacter nous au  ou  ou  Whatsapp  ou","[""https://www.tayara.tn/mediaGateway/resize-image?img=ab/abc90130-9eab-47fa-99a2-882b5a06af58&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=59/59447845-d36b-4808-a930-4fa01117afc8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=80/80b8fdd1-c5e4-486a-b753-0a289d93795f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=46/4601e65c-bb95-4d18-b0a6-24e2c49a733e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=bd/bd21cf5b-8663-45d0-9581-feab3fe72f8a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0a/0af2a1e4-c5b8-443d-bc56-91c7ad02716a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0e/0e4790fa-d830-48c2-984f-ad8bea7e0d4c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9e/9e21ad82-aba3-42c5-832c-29610ac4a69f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f9/f93af8d8-94a2-48e1-8f85-54d6f91dda12&w=100""]",https://www.tayara.tn/item/appartements/tunis/tunis/appartement-s2/697f3da115471d09ce120d88/
"À LOUER : Studio (S+0) – Résidence La Perla, Aïn Zaghouan",950,immobilier,appartements,tunis,ain-zaghouan-nord,,2026-02-15 11:55:32,À Louer,45,0,1,"À LOUER : Studio (S+0) Haut Standing – Résidence La Perla, Aïn Zaghouan
Disponible immédiatement, un magnifique studio (S+0) non meublé situé dans la prestigieuse Résidence La Perla à Aïn Zaghouan, Tunis. Un logement alliant confort et sécurité optimale.

Détails du bien :

Étage : 7ème étage avec ascenseur (lumineux avec vue dégagée).

Aménagements : Cuisine équipée et salle de bain moderne.

Équipements : Chauffage central et climatisation installés.

Sécurité : Résidence gardée avec système d","[""https://www.tayara.tn/mediaGateway/resize-image?img=ac/ac9a8f56-2dfb-4491-b8f3-9fa623af4743&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=92/928637a0-e306-4630-a285-5439dae53911&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3d/3dc6182c-0e20-442d-8640-01f2ad23467d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d8/d81e68cb-89e7-4451-8495-96e1a7fc947a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=82/826a0147-ba88-4b2e-9d45-cdc8ddb003f1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=64/64b7aac5-bef0-4d5b-bddf-f7b1d0fa6129&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3a/3a5a073f-e25e-40cc-a85d-65bd46c1ba4b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=05/053119fc-80a0-4718-a415-4340599b68c0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a8/a8525375-7b05-4722-abc3-79da348dfe57&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=83/83299cab-2052-4b32-8365-8d065f882448&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f0/f0991ac3-4c2e-43b1-890a-a01b22a75ea6&w=1000""]",https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-louer-studio-s0-rsidence-la-perla-an-zaghouan/697f3ba3dce8e6dd78b48ade/
Appartement a Gabès,1,immobilier,appartements,gabs,gabs-sud,,2026-02-15 11:55:33,À Louer,130,2,1,"louer un étage de villa ( rue de chaussè ) meublè situè a rue el karama en face de ptt sidi boulbaba gabes . composè de :
-une grande salon avec un grand terasse avec jardin
-une cuisine
- deux chambres a coucher chaque chambre équipé d' un placard
-une salle de bain
pour plus de renseignements veuillez me contacter sur  ou","[""https://www.tayara.tn/mediaGateway/resize-image?img=ce/ce0d5d73-700f-4fa9-9d50-34a6074e1abe&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=fe/fea2d762-1ecd-4c94-9ef4-11d8b298cc09&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=8b/8b631c9b-b383-470b-8656-de8941885f1e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1e/1ef4c7c9-1ee4-461f-aa5d-8f4d2e26b780&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ar/05308dff1a4f78c7cce67ada9b806ab4&w=100""]",https://www.tayara.tn/item/appartements/gabs/gabs-sud/appartement-a-gabs/697f3772dce8e6dd78b48851/
A louer bel appartement s 2 ariana ville,780,immobilier,appartements,ariana,ariana-ville,,2026-02-15 11:55:33,À Louer,1,3,1,A louer bel appartement s 2 ariana ville haute standing climatisé chauffé cuisine équipée d'une plaque chauffante rideaux électrique faut plafond système led 1ère étage loyer 780d tel  ou WhatsApp,"[""https://www.tayara.tn/mediaGateway/resize-image?img=e7/e711377f-7598-4d15-b391-7c510bf25a86&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a7/a72281d9-7b4b-4b01-86b5-9f4e8a6efde5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=59/59673278-7a5a-4ac9-9476-0bb901a699e0&w=1000""]",https://www.tayara.tn/item/appartements/ariana/ariana-ville/a-louer-bel-appartement-s-2-ariana-ville/697f2a7b15471d09ce1201ee/
a louer Appartement s+2 1er Etage,580,immobilier,appartements,ariana,raoued,,2026-02-15 11:55:34,À Louer,70,2,1,"Appartement s+2 1er étage Residence Leila Nour jaafer Raoued
**Pour famille Uniquement
+ Place parking Sécurisée 
résidence Surveillée 
Tel:","[""https://www.tayara.tn/mediaGateway/resize-image?img=26/26fda605-1d21-4ff4-bc28-016d909c7233&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=47/471b8220-d4b0-4171-a251-603743082cc6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e9/e96d9bf8-645b-46c2-8689-8597e46fc2f5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d6/d67d98ca-060f-4355-9168-a953fb2639c7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6c/6c665e17-f2b6-4d36-b028-7dafe6b05db1&w=1000""]",https://www.tayara.tn/item/appartements/ariana/raoued/a-louer-appartement-s2-1er-etage/697f260bdce8e6dd78b47d71/
App s+3 à louer,1100,immobilier,appartements,sousse,kantaoui,,2026-02-15 11:55:35,À Louer,130,3,1,"S+3 , grand salon ,2 wc, balcon , chauffage central : situé directement sur la route touristique kantaoui. Immeuble avec ascenseur, parking, caméra de surveillance, interphone, sol marbré...
Immeuble calme ,propre,","[""https://www.tayara.tn/mediaGateway/resize-image?img=22/22619601-c132-4af8-9bb2-4bf3dfa68b32&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=2e/2e165a13-2940-47b3-8de7-2a1988dfcf82&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=68/68fefa5d-2097-4323-b507-4d7fbf4c0c0e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0f/0f592a56-3868-4d38-a1cb-7cf3c65c0151&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=96/96371b0a-56c0-4425-b3ef-88ae5e0cd60b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=04/0408209d-8c68-47a6-985a-ba2c2c5424b9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b9/b9e163bd-7af5-4c1d-97f4-ce0ef8ed0cd7&w=1000""]",https://www.tayara.tn/item/appartements/sousse/kantaoui/app-s3-louer/697f1b2315471d09ce11f960/
studio meublé a louer,379,immobilier,appartements,monastir,monastir,,2026-02-15 11:55:36,À Louer,45.0,1.0,1.0,"location toute l'année studio meuble zone skanes prés du municipalité entré indépendant  s+1 avec balcon au 1er étage  zone calme 
télé+frigidaire+gaz de ville +climatiseur","[""https://www.tayara.tn/mediaGateway/resize-image?img=47/47dc40fe-97cc-4994-ba46-8acc63bfbd13&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=77/7734992e-8949-46e1-b950-61abfb62187b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=60/60a25cd8-3e97-48da-82ab-c88e59934c01&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b9/b999a30d-2fe9-4892-9351-fd4a13ec0e62&w=1000""]",https://www.tayara.tn/item/appartements/monastir/monastir/studio-meubl-a-louer/697f19dddce8e6dd78b4772b/
A louer des appartements S3 moderne Mutuelle ville,4700,immobilier,appartements,tunis,mutuelleville,,2026-02-15 11:55:36,À Louer,276,3,3,"La maison de l'immobilier vous propose la location des Appartements neufs, très haut standing situé au sein d'un immeuble récemment construit sécurisé à Notre-Dame.

L’entrée s’ouvre sur un hall avec rangements, menant à un salon lumineux grâce à ses ouvertures donnant sur une terrasse.

La cuisine, aménagée et entièrement équipée (hotte aspirante, plaque de cuisson, four électrique, micro-ondes, lave-vaisselle et machine à laver), s’accompagne également d’une terrasse, apportant une touche de f","[""https://www.tayara.tn/mediaGateway/resize-image?img=b7/b73f11de-e7a2-4731-ae81-c7dcb8f86792&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=39/3901b9fc-2a55-4c81-bf31-f929c94f6995&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=03/03641109-ca3a-4ad5-a0af-76f7d2de3614&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c2/c20e91a6-f2bf-41d6-9fe0-7b494b95ee6e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f4/f4fe00c9-5f5f-4adf-ac24-6f8b064b6c3e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9d/9deccc35-079d-4581-a397-fba1ce4bc3c7&w=100""]",https://www.tayara.tn/item/appartements/tunis/mutuelleville/a-louer-des-appartements-s3-moderne-mutuelle-ville/6823078da9299683d0ab8cc7/
A louer S2 meuble avec parking SS Ain Zaghouan nord,1550,immobilier,appartements,tunis,ain-zaghouan-nord,,2026-02-15 11:55:37,À Louer,90,2,1,"En exclusivité la maison de limmobilier vous propose la location d’un appartement en S2 meuble situé à Ain Zaghouan nord.

Il occupe le deuxième étage d’une résidence munie d’un ascenseur.

L’entrée donne sur la pièce de vie lumineuse qui donne accès à un balcon. Une cuisine agencée et équipée donne accès sur un séchoir 

La partie nuit loge deux chambres à coucher qui se partagent une salle de bain commune 

Place de parking est disponible au sous sol","[""https://www.tayara.tn/mediaGateway/resize-image?img=07/07a27e2f-503b-4dca-a6a9-0fe6266bc574&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=88/8866dc66-be7b-4348-977e-135b459faf58&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=71/71535c3d-bb1a-494e-a6b6-8b68e28b487e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=80/806daf55-8dea-484f-8b32-7047f575f1e7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=99/99f2a1ee-2b09-4733-893d-45be0a8d6801&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e1/e1c2825b-d4a7-4f1a-905a-69bb82280d6c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=cc/cc25f908-2790-4752-8f76-e6d3d9ca8c76&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9d/9deccc35-079d-4581-a397-fba1ce4bc3c7&w=100""]",https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/a-louer-s2-meuble-avec-parking-ss-ain-zaghouan-nord/681c8efec1f8f57898ed4c35/
Appartement s2 meublé à louer à Ain Zaghouan nord MAL2349,3000,immobilier,appartements,tunis,ain-zaghouan-nord,,2026-02-15 11:55:38,À Louer,1,2,1,"Contact :  /  La Croisette Immobilière Tunisie vous propose à la location un appartement S+2 meublé situé dans une résidence gardée à Ain Zaghouan Nord.
Ce dernier est composé d'un salon, d'une cuisine aménagée et équipée attenante à un séchoir, d’une salle d'eau, de deux chambres à coucher avec dressings dont une avec terrasse.
L'appartement est équipé du chauffage central et de climatiseurs et dispose d'une place de parking au sous-sol.

ref:MAL2349","[""https://www.tayara.tn/mediaGateway/resize-image?img=ce/cec81941-ae9d-4473-8ac7-fbb814895c13&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c9/c9c43045-5a75-4abb-abd2-bae7936daef2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a3/a3b48432-cfd1-4976-9721-619446d49fae&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=cc/ccdde8d0-2c65-46e2-a4ed-69b30c45f11d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=98/98ce94b5-caef-4e10-bb45-4d1e40879e26&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a7/a753cf58-b23a-43a3-bbf8-03bf82f739a5.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/appartement-s2-meubl-louer-ain-zaghouan-nord-mal2349/693ac546cd04d08be74938be/
skanes Aeroport,1000,immobilier,appartements,monastir,monastir,,2026-02-15 11:55:39,À Louer,110,3,1,"s+3 meublés dans une résidence calme chauffage central gaz de ville climatiseur à 15 minutes à pieds de la plage de skanes 
pour une durée de 3 mois ou longue durée","[""https://www.tayara.tn/mediaGateway/resize-image?img=f5/f5d3d99c-36ef-43fa-9f34-0ca0cff56f1d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=8c/8c78b6bb-4682-44e0-bd76-49c99c42df6a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d9/d9814886-23fc-4b95-a0c6-2589df8bc642&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=62/62f2cdb8-b898-4798-9c49-c128a98c0b57&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=22/22889e83-74fa-45de-9a40-3d6b404eb111&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c4/c4e7e221-c8cc-4912-b2ac-fdfb2717fb5d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a8cea39-e8fa-4f43-af62-7d8d46519b1c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=8a/8a257115-2cad-4352-9941-0f01db145efb&w=100""]",https://www.tayara.tn/item/appartements/monastir/monastir/skanes-aeroport/697f10e2dce8e6dd78b472ba/
S+1 aux Jardins de Carthage à louer,1500,immobilier,appartements,tunis,jardins-de-carthage,,2026-02-15 11:55:39,À Louer,83,1,1,"À louer : spacieux appartement S+1 aux Jardins de Carthage, proche de toutes les commodités, à deux minutes à pied du Monoprix Jardins de Carthage.
Location annuelle : 1 500 DT par mois, frais de syndic compris, avec une place de parking.","[""https://www.tayara.tn/mediaGateway/resize-image?img=47/4712bf9d-c593-4695-a82d-df1934f5af48&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=20/20100465-482a-48ef-bcdd-f7cd5598832f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=dc/dc7d35ac-f3da-409c-b304-2e444bfa3018&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5b/5b136136-8ae7-4dba-af4b-c36b7db951a9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ar/b65aeaa0c60cd264620657c0b6354d18&w=100""]",https://www.tayara.tn/item/appartements/tunis/jardins-de-carthage/s1-aux-jardins-de-carthage-louer/697ee6d0dce8e6dd78b465fe/
Appartement S+2 meublé à kantaoui,1100,immobilier,appartements,tunis,tunis,,2026-02-15 11:55:40,À Louer,100,2,1,"Location annuelle 🔔 De propriétaire à locataire – sans frais d’agence !

💒 Appartements S+2 à louer à l’année – Soviva Kantaoui – Zone Touristique – Sousse.

🌊 Emplacement d’exception : côté mer, voisin direct de l’hôtel Bellevue Park.
🏙️ Résidence sécurisée : caméras de surveillance, environnement calme et convivial.
✨ Confort garanti : idéal pour familles, couples ou expatriés à la recherche d’un cadre de vie agréable au bord de la mer.

💰 Loyer : 1 100 DT / mois

📞 Contact direct propriétaire","[""https://www.tayara.tn/mediaGateway/resize-image?img=da/da16b4e0-a70d-4397-b300-41ac1178823c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=67/677148b7-512a-41bd-b272-6b44e44e73e2&w=1000""]",https://www.tayara.tn/item/appartements/tunis/tunis/appartement-s2-meubl-kantaoui/697ed9be15471d09ce11e4af/
Centre ville,800,immobilier,appartements,tunis,el-omrane,,2026-02-15 11:55:41,À Louer,18,1,1,"À louer s+1 meublé à France ville Omran à côté de Dauphines, Esad","[""https://www.tayara.tn/mediaGateway/resize-image?img=6b/6b3ff81c-89db-4c92-b55f-d67743924b3d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0a/0ae6ee2c-3be8-4866-93bc-e973b2ec932e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f5/f53e2b4d-bbaf-48e1-86be-65fffe3f5f3c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3e/3e9f7107-b4ce-48a7-935c-e7190011974a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=bb/bb75cb4f-abc7-4073-a827-fd8876541a1d&w=1000""]",https://www.tayara.tn/item/appartements/tunis/el-omrane/centre-ville/697e6970dce8e6dd78b43c1d/
